OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20000629_00Q4STC16-3,Sample-Routine,6/29/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-20_20001230_00Q4STC20-3,Sample-Routine,12/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.707883,-64.7712,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-7_20000630_00Q4STC7-31079,Sample-Routine,6/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.789817,-64.613667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14A_20000907_00Q4STC14A-31109,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14A,Halfpenny Bay u Manchenil,17.703133,-64.70725,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-29_20000629_00Q4STC29-3,Sample-Routine,6/29/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.884433,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-18_20000907_00Q4STC18-31124,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.696583,-64.755815,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-7_20000907_00Q4STC7-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.789817,-64.613667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-6_20000907_00Q4STC6-31235,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.786645,-64.627925,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-36_20000928_00Q4STC36-3,Sample-Routine,9/28/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.760283,-64.701033,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-4_20001218_00Q4STC4-3,Sample-Routine,12/18/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.759883,-64.668415,Fecal Coliform,6,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20000627_00Q4STC46-31061,Sample-Routine,6/27/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20000629_00Q4STC23-3,Sample-Routine,6/29/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20000630_00Q4STC10-3,Sample-Routine,6/30/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-12_20000907_00Q4STC12-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.741167,-64.604733,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-4_20000907_00Q4STC4-31199,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.759883,-64.668415,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20001230_00Q4STC13A-3,Sample-Routine,12/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-43_20000627_00Q4STC43-31052,Sample-Routine,6/27/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.747483,-64.7074,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20000907_00Q4STC46-31220,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20000907_00Q4STC23-31142,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20001230_00Q4STC15-3,Sample-Routine,12/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-21_20000907_00Q4STC21-31136,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.687233,-64.764933,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20000630_00Q4STC9-31085,Sample-Routine,6/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20000928_00Q4STC35-3,Sample-Routine,9/28/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-48_20000907_00Q4STC48-31226,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.759467,-64.723917,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-38_20000907_00Q4STC38-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.757367,-64.69515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20000907_00Q4STC13A-31103,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20000907_00Q4STC15-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-1_20001218_00Q4STC1-3,Sample-Routine,12/18/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.753533,-64.695667,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-12_20000907_00Q4STC12-31100,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.741167,-64.604733,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20000907_00Q4STC44-31214,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-31_20000630_00Q4STC31-3,Sample-Routine,6/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76345,-64.834133,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20000907_00Q4STC3-31163,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20000627_00Q4STC47-3,Sample-Routine,6/27/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-41_20000907_00Q4STC41-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.746633,-64.698598,Fecal Coliform,90,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33A_20000630_00Q4STC33A-3,Sample-Routine,6/30/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.779917,-64.7586,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14B_20000629_00Q4STC14B-3,Sample-Routine,6/29/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.702633,-64.700667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20000907_00Q4STC39-31196,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20000928_00Q4STC35-31184,Sample-Routine,9/28/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-8_20000907_00Q4STC8-3,Sample-Routine,9/7/00,Surface,0.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC22A-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-22A,,,,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20000630_00Q4STC17-3,Sample-Routine,6/30/00,Surface,,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC22A-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-22A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC22A3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-22A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13B-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-13B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13B-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-13B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13B-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-13B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC16-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-16,,,,Fecal Coliform,1,#/100ml
Government US Virgin Islands,USVIST-00Q4STC16-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-16,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC16-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-16,,,,Fecal Coliform,328,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14B-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-14B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14B-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-14B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14B3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-14B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC44-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-44,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC44-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-44,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC44-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-44,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC33-3-FY2000-Q4-0,Sample,9/28/00,,0.5,,USVIST-STC-33,,,,Fecal Coliform,3,#/100ml
Government US Virgin Islands,USVIST-00Q4STC33-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-33,,,,Fecal Coliform,2,#/100ml
Government US Virgin Islands,USVIST-00Q4STC1-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-1,,,,Fecal Coliform,1,#/100ml
Government US Virgin Islands,USVIST-00Q4STC1-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-1,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC45-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-45,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC45-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-45,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC45-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-45,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC17-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-17,,,,Fecal Coliform,38,#/100ml
Government US Virgin Islands,USVIST-00Q4STC17-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-17,,,,Fecal Coliform,1,#/100ml
Government US Virgin Islands,USVIST-00Q4STC17-3-FY2000-Q3-0,Sample,6/30/00,,,,USVIST-STC-17,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC29-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-29,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC29-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-29,,,,Fecal Coliform,5,#/100ml
Government US Virgin Islands,USVIST-00Q4STC46-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-46,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC46-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-46,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC46-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-46,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC9-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-9,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC9-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-9,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC9-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-9,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC34-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-34,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC34-3-FY2000-Q4-0,Sample,9/28/00,,0.5,,USVIST-STC-34,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC41-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-41,,,,Fecal Coliform,90,#/100ml
Government US Virgin Islands,USVIST-00Q4STC41-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-41,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC41-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-41,,,,Fecal Coliform,13,#/100ml
Government US Virgin Islands,USVIST-00Q4STC6-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-6,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC6-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-6,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC6-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-6,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC38-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-38,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC38-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-38,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC21-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-21,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC21-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-21,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC21-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-21,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC49-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-49,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC49-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-49,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC23-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-23,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC23-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-23,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC23-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-23,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC11-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-11B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC11B-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-11B,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC39-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-39,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC39-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-39,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC39-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-39,,,,Fecal Coliform,16,#/100ml
Government US Virgin Islands,USVIST-00Q4STC43-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-43,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC43-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-43,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC43-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-43,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC31-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-31,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC31-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-31,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC42-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-42,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC42-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-42,,,,Fecal Coliform,1,#/100ml
Government US Virgin Islands,USVIST-00Q4STC42-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-42,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC32-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-32,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC32-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-32,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC7-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-7,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC7-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-7,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC7-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-7,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC15-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-15,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC15-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-15,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC15-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-15,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC12-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-12,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC12-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-12,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13A-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-13A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13A-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-13A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC13A-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-13A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC3-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-3,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC3-3-FY2000-Q3-0,Sample,6/27/00,,0.5,,USVIST-STC-3,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC3-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-3,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC33A-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-33A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC33A-3-FY2000-Q4-0,Sample,9/28/00,,0.5,,USVIST-STC-33A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC18-3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-18,,,,Fecal Coliform,1,#/100ml
Government US Virgin Islands,USVIST-00Q4STC18-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-18,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC18-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-18,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14A3-FY2001-Q1-0,Sample,12/30/00,,0.5,,USVIST-STC-14A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14A-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-14A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC14A-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-14A,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC8-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-8,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC8-3-FY2000-Q3-0,Sample,6/30/00,,0.5,,USVIST-STC-8,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC8-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-8,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC27-3-FY2000-Q3-0,Sample,6/29/00,,,,USVIST-STC-27,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC27-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-27,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC48-3-FY2001-Q1-0,Sample,12/18/00,,0.5,,USVIST-STC-48,,,,Fecal Coliform,0,#/100ml
Government US Virgin Islands,USVIST-00Q4STC28-3-FY2000-Q4-0,Sample,9/7/00,,0.5,,USVIST-STC-28,,,,Fecal Coliform,5,#/100ml
